Id:,26139
Estación:,HERMOSILLO II (DGE)-SON
Posición:,29.0988888889N -110.965833333W
Variable:,Evaporación (mm)
Fecha Inicial:,01/01/1973
Fecha Final:,10/01/1995
No Dato:,nan
Mes,Día,Anio,Datos
04,13,1981,6.2
04,14,1981,9.8
04,15,1981,10.8
04,16,1981,10.2
04,17,1981,4.9
04,18,1981,9.2
04,19,1981,9.1
04,20,1981,9.6
04,21,1981,8.5
04,22,1981,10.8
04,23,1981,2.8
04,24,1981,4.7
04,25,1981,null
04,26,1981,10.0
04,27,1981,10.7
04,28,1981,7.6
04,29,1981,7.7
04,30,1981,9.4
05,01,1981,7.5
05,02,1981,7.5
05,03,1981,4.7
05,04,1981,9.3
05,05,1981,10.0
05,06,1981,8.0
05,07,1981,8.4
05,08,1981,10.5
05,09,1981,8.7
05,10,1981,10.9
05,11,1981,11.4
05,12,1981,10.0
05,13,1981,8.4
05,14,1981,8.2
05,15,1981,8.9
05,16,1981,9.4
05,17,1981,10.6
05,18,1981,6.8
05,19,1981,11.7
05,20,1981,7.9
05,21,1981,11.7
05,22,1981,8.4
05,23,1981,8.1
05,24,1981,11.4
05,25,1981,8.3
05,26,1981,10.7
05,27,1981,9.2
05,28,1981,6.3
05,29,1981,13.7
05,30,1981,10.6
05,31,1981,9.9
06,01,1981,10.4
06,02,1981,10.5
06,03,1981,10.8
06,04,1981,12.0
06,05,1981,12.0
06,06,1981,12.0
06,07,1981,9.3
06,08,1981,10.6
06,09,1981,10.1
06,10,1981,12.4
06,11,1981,10.1
06,12,1981,8.2
06,13,1981,6.2
06,14,1981,10.7
06,15,1981,10.7
06,16,1981,12.0
06,17,1981,12.3
06,18,1981,12.2
06,19,1981,11.6
06,20,1981,13.4
06,21,1981,11.4
06,22,1981,11.2
06,23,1981,11.9
06,24,1981,13.3
06,25,1981,11.6
06,26,1981,12.6
06,27,1981,13.6
06,28,1981,10.8
06,29,1981,12.1
06,30,1981,10.2
07,01,1981,8.8
07,02,1981,13.2
07,03,1981,12.9
07,04,1981,5.9
07,05,1981,10.8
07,06,1981,12.8
07,07,1981,10.0
07,08,1981,11.2
07,09,1981,7.1
07,10,1981,9.8
07,11,1981,6.6
07,12,1981,7.4
07,13,1981,5.6
07,14,1981,8.7
07,15,1981,11.8
07,16,1981,11.3
07,17,1981,9.8
07,18,1981,9.6
07,19,1981,6.9
07,20,1981,8.7
07,21,1981,8.0
07,22,1981,9.6
07,23,1981,10.8
07,24,1981,10.4
07,25,1981,4.2
07,26,1981,7.8
07,27,1981,8.3
07,28,1981,10.8
07,29,1981,4.8
07,30,1981,5.5
07,31,1981,2.5
08,01,1981,7.3
08,02,1981,9.8
08,03,1981,11.0
08,04,1981,10.4
08,05,1981,5.9
08,06,1981,7.5
08,07,1981,12.1
08,08,1981,5.0
08,09,1981,8.4
08,10,1981,6.2
08,11,1981,6.8
08,12,1981,8.0
08,13,1981,5.3
08,14,1981,4.3
08,15,1981,8.1
08,16,1981,10.0
08,17,1981,11.2
08,18,1981,9.1
08,19,1981,9.9
08,20,1981,9.2
08,21,1981,10.7
08,22,1981,8.0
08,23,1981,10.0
08,24,1981,8.1
08,25,1981,8.6
08,26,1981,9.8
08,27,1981,9.3
08,28,1981,12.5
08,29,1981,13.2
08,30,1981,9.4
08,31,1981,9.1
09,01,1981,7.6
09,02,1981,7.8
09,03,1981,9.3
09,04,1981,9.3
09,05,1981,6.8
09,06,1981,8.0
09,07,1981,6.9
09,08,1981,13.2
09,09,1981,3.1
09,10,1981,6.6
09,11,1981,6.9
09,12,1981,7.2
09,13,1981,8.5
09,14,1981,14.6
09,15,1981,8.6
09,16,1981,7.7
09,17,1981,9.0
09,18,1981,9.7
09,19,1981,8.3
09,20,1981,6.0
09,21,1981,7.2
09,22,1981,2.7
09,23,1981,4.4
09,24,1981,2.7
09,25,1981,7.0
09,26,1981,7.5
09,27,1981,8.5
09,28,1981,7.9
09,29,1981,9.4
09,30,1981,7.2
10,01,1981,7.4
10,02,1981,3.8
10,03,1981,6.8
10,04,1981,6.9
10,05,1981,3.7
10,06,1981,6.2
10,07,1981,6.8
10,08,1981,8.4
10,09,1981,7.1
10,10,1981,3.2
10,11,1981,4.7
10,12,1981,6.0
10,13,1981,6.9
10,14,1981,6.0
10,15,1981,8.1
10,16,1981,3.3
10,17,1981,6.5
10,18,1981,7.0
10,19,1981,5.5
10,20,1981,7.1
10,21,1981,4.6
10,22,1981,5.7
10,23,1981,8.1
10,24,1981,5.3
10,25,1981,7.7
10,26,1981,7.5
10,27,1981,4.5
10,28,1981,5.5
10,29,1981,8.8
10,30,1981,6.0
10,31,1981,5.1
11,01,1981,4.4
11,02,1981,7.5
11,03,1981,6.9
11,04,1981,4.7
11,05,1981,5.4
11,06,1981,6.4
11,07,1981,5.3
11,08,1981,4.6
11,09,1981,7.0
11,10,1981,5.6
11,11,1981,5.6
11,12,1981,5.5
11,13,1981,5.4
11,14,1981,6.0
11,15,1981,5.7
11,16,1981,5.2
11,17,1981,5.4
11,18,1981,6.3
11,19,1981,4.1
11,20,1981,3.9
11,21,1981,5.2
11,22,1981,3.6
11,23,1981,6.2
11,24,1981,5.0
11,25,1981,4.3
11,26,1981,4.4
11,27,1981,1.5
11,28,1981,0.9
11,29,1981,1.6
11,30,1981,4.4
12,01,1981,1.9
12,02,1981,3.5
12,03,1981,2.7
12,04,1981,2.0
12,05,1981,4.7
12,06,1981,3.6
12,07,1981,2.8
12,08,1981,5.6
12,09,1981,4.9
12,10,1981,3.4
12,11,1981,5.0
12,12,1981,4.1
12,13,1981,5.4
12,14,1981,4.0
12,15,1981,5.0
12,16,1981,3.9
12,17,1981,3.1
12,18,1981,4.3
12,19,1981,4.2
12,20,1981,4.1
12,21,1981,4.5
12,22,1981,5.9
12,23,1981,3.7
12,24,1981,3.6
12,25,1981,3.9
12,26,1981,3.6
12,27,1981,3.7
12,28,1981,3.4
12,29,1981,2.6
12,30,1981,3.8
12,31,1981,2.9
01,01,1982,2.8
01,02,1982,2.4
01,03,1982,2.9
01,04,1982,4.2
01,05,1982,3.0
01,06,1982,3.0
01,07,1982,4.1
01,08,1982,2.1
01,09,1982,4.5
01,10,1982,2.0
01,11,1982,0.6
01,12,1982,1.8
01,13,1982,4.3
01,14,1982,3.2
01,15,1982,3.1
01,16,1982,2.8
01,17,1982,4.2
01,18,1982,5.3
01,19,1982,2.5
01,20,1982,3.9
01,21,1982,4.8
01,22,1982,4.0
01,23,1982,6.9
01,24,1982,7.0
01,25,1982,2.2
01,26,1982,1.5
01,27,1982,4.6
01,28,1982,3.6
01,29,1982,3.9
01,30,1982,5.3
01,31,1982,2.4
02,01,1982,8.2
02,02,1982,4.1
02,03,1982,4.0
02,04,1982,3.6
02,05,1982,4.3
02,06,1982,4.5
02,07,1982,3.3
02,08,1982,2.0
02,09,1982,4.7
02,10,1982,4.1
02,11,1982,5.1
02,12,1982,4.5
02,13,1982,5.5
02,14,1982,4.4
02,15,1982,4.8
02,16,1982,5.6
02,17,1982,5.6
02,18,1982,7.3
02,19,1982,5.8
02,20,1982,4.4
02,21,1982,7.0
02,22,1982,7.3
02,23,1982,5.1
02,24,1982,4.8
02,25,1982,5.6
02,26,1982,6.0
02,27,1982,5.9
02,28,1982,5.1
03,01,1982,null
03,02,1982,3.7
03,03,1982,6.4
03,04,1982,7.2
03,05,1982,6.6
03,06,1982,9.5
03,07,1982,7.0
03,08,1982,4.6
03,09,1982,7.3
03,10,1982,6.5
03,11,1982,9.5
03,12,1982,6.7
03,13,1982,6.6
03,14,1982,1.6
03,15,1982,5.0
03,16,1982,6.3
03,17,1982,5.3
03,18,1982,5.4
03,19,1982,6.6
03,20,1982,7.6
03,21,1982,6.2
03,22,1982,6.8
03,23,1982,7.2
03,24,1982,7.4
03,25,1982,7.2
03,26,1982,6.8
03,27,1982,4.5
03,28,1982,null
03,29,1982,7.7
03,30,1982,6.1
03,31,1982,4.5
04,01,1982,6.5
04,02,1982,6.9
04,03,1982,6.8
04,04,1982,8.2
04,05,1982,7.7
04,06,1982,10.5
04,07,1982,9.0
04,08,1982,10.0
04,09,1982,7.8
04,10,1982,10.4
04,11,1982,14.3
04,12,1982,10.9
04,13,1982,11.3
04,14,1982,10.0
04,15,1982,8.2
04,16,1982,9.9
04,17,1982,9.2
04,18,1982,10.3
04,19,1982,8.1
04,20,1982,7.4
04,21,1982,8.6
04,22,1982,9.0
04,23,1982,12.3
04,24,1982,8.4
04,25,1982,9.6
04,26,1982,10.4
04,27,1982,9.9
04,28,1982,8.0
04,29,1982,7.8
04,30,1982,9.8
05,01,1982,8.8
05,02,1982,5.6
05,03,1982,8.4
05,04,1982,9.6
05,05,1982,7.7
05,06,1982,9.3
05,07,1982,12.3
05,08,1982,10.2
05,09,1982,10.4
05,10,1982,7.7
05,11,1982,8.8
05,12,1982,6.8
05,13,1982,9.0
05,14,1982,9.6
05,15,1982,9.9
05,16,1982,9.4
05,17,1982,9.1
05,18,1982,10.0
05,19,1982,11.5
05,20,1982,10.3
05,21,1982,10.5
05,22,1982,10.4
05,23,1982,11.3
05,24,1982,9.4
05,25,1982,15.5
05,26,1982,9.7
05,27,1982,9.0
05,28,1982,8.8
05,29,1982,10.1
05,30,1982,11.9
05,31,1982,7.2
06,01,1982,12.2
06,02,1982,9.3
06,03,1982,9.5
06,04,1982,11.3
06,05,1982,10.4
06,06,1982,8.7
06,07,1982,8.9
06,08,1982,12.0
06,09,1982,9.7
06,10,1982,12.7
06,11,1982,11.6
06,12,1982,10.6
06,13,1982,10.6
06,14,1982,12.3
06,15,1982,9.2
06,16,1982,10.5
06,17,1982,10.3
06,18,1982,10.3
06,19,1982,10.6
06,20,1982,10.7
06,21,1982,10.8
06,22,1982,9.9
06,23,1982,10.7
06,24,1982,11.1
06,25,1982,11.1
06,26,1982,11.6
06,27,1982,11.0
06,28,1982,9.9
06,29,1982,9.4
06,30,1982,11.0
07,01,1982,10.0
07,02,1982,12.0
07,03,1982,10.4
07,04,1982,2.6
07,05,1982,5.4
07,06,1982,5.3
07,07,1982,9.5
07,08,1982,11.4
07,09,1982,11.0
07,10,1982,11.1
07,11,1982,12.1
07,12,1982,11.1
07,13,1982,10.9
07,14,1982,9.6
07,15,1982,11.1
07,16,1982,10.1
07,17,1982,8.5
07,18,1982,10.5
07,19,1982,9.2
07,20,1982,8.2
07,21,1982,12.9
07,22,1982,6.7
07,23,1982,10.1
07,24,1982,5.4
07,25,1982,7.5
07,26,1982,6.5
07,27,1982,5.1
07,28,1982,10.5
07,29,1982,14.5
07,30,1982,11.6
07,31,1982,9.7
08,01,1982,5.3
08,02,1982,3.2
08,03,1982,9.2
08,04,1982,10.1
08,05,1982,6.0
08,06,1982,8.7
08,07,1982,11.2
08,08,1982,16.5
08,09,1982,5.2
08,10,1982,7.1
08,11,1982,3.3
08,12,1982,6.4
08,13,1982,10.0
08,14,1982,5.0
08,15,1982,8.1
08,16,1982,8.7
08,17,1982,9.1
08,18,1982,9.8
08,19,1982,10.5
08,20,1982,9.0
08,21,1982,9.2
08,22,1982,7.4
08,23,1982,7.5
08,24,1982,6.0
08,25,1982,12.6
08,26,1982,8.8
08,27,1982,5.6
08,28,1982,9.4
08,29,1982,6.2
08,30,1982,8.8
08,31,1982,9.1
09,01,1982,9.8
09,02,1982,10.7
09,03,1982,10.1
09,04,1982,8.4
09,05,1982,7.8
09,06,1982,7.3
09,07,1982,7.8
09,08,1982,4.9
09,09,1982,8.9
09,10,1982,6.7
09,11,1982,5.2
09,12,1982,9.7
09,13,1982,5.9
09,14,1982,9.1
09,15,1982,7.9
09,16,1982,8.3
09,17,1982,8.9
09,18,1982,9.0
09,19,1982,10.3
09,20,1982,11.3
09,21,1982,11.0
09,22,1982,8.2
09,23,1982,13.4
09,24,1982,4.4
09,25,1982,8.0
09,26,1982,10.9
09,27,1982,9.8
09,28,1982,9.0
09,29,1982,5.9
09,30,1982,9.4
10,01,1982,8.1
10,02,1982,8.6
10,03,1982,8.0
10,04,1982,8.9
10,05,1982,9.2
10,06,1982,8.3
10,07,1982,8.4
10,08,1982,8.3
10,09,1982,8.0
10,10,1982,7.6
10,11,1982,6.7
10,12,1982,7.2
10,13,1982,5.9
10,14,1982,6.7
10,15,1982,8.1
10,16,1982,5.3
10,17,1982,8.8
10,18,1982,7.0
10,19,1982,7.6
10,20,1982,7.8
10,21,1982,6.3
10,22,1982,5.8
10,23,1982,8.3
10,24,1982,7.2
10,25,1982,8.5
10,26,1982,6.3
10,27,1982,7.7
10,28,1982,4.4
10,29,1982,5.9
10,30,1982,4.1
10,31,1982,5.9
11,01,1982,5.4
11,02,1982,6.5
11,03,1982,8.2
11,04,1982,6.4
11,05,1982,5.8
11,06,1982,4.0
11,07,1982,6.3
11,08,1982,3.2
11,09,1982,5.4
11,10,1982,1.7
11,11,1982,4.9
11,12,1982,2.8
11,13,1982,4.9
11,14,1982,6.0
11,15,1982,5.1
11,16,1982,7.2
11,17,1982,0.1
11,18,1982,1.8
11,19,1982,0.6
11,20,1982,3.6
11,21,1982,3.7
11,22,1982,4.0
11,23,1982,3.5
11,24,1982,2.7
11,25,1982,1.8
11,26,1982,2.8
11,27,1982,2.0
11,28,1982,4.5
11,29,1982,2.9
11,30,1982,2.8
12,01,1982,4.7
12,02,1982,2.2
12,03,1982,3.2
12,04,1982,2.4
12,05,1982,1.9
12,06,1982,2.9
12,07,1982,2.0
12,08,1982,null
12,09,1982,null
12,10,1982,1.8
12,11,1982,0.3
12,12,1982,3.8
12,13,1982,2.3
12,14,1982,2.7
12,15,1982,2.9
12,16,1982,3.3
12,17,1982,3.6
12,18,1982,1.6
12,19,1982,5.0
12,20,1982,2.4
12,21,1982,0.2
12,22,1982,1.9
12,23,1982,4.8
12,24,1982,4.8
12,25,1982,3.0
12,26,1982,3.4
12,27,1982,1.7
12,28,1982,1.5
12,29,1982,3.4
12,30,1982,2.3
12,31,1982,1.9
01,01,1983,1.5
01,02,1983,2.3
01,03,1983,4.8
01,04,1983,3.2
01,05,1983,2.9
01,06,1983,2.6
01,07,1983,3.4
01,08,1983,2.7
01,09,1983,3.7
01,10,1983,3.7
01,11,1983,2.3
01,12,1983,3.3
01,13,1983,2.3
01,14,1983,2.9
01,15,1983,null
01,16,1983,null
01,17,1983,4.2
01,18,1983,3.5
01,19,1983,3.4
01,20,1983,2.9
01,21,1983,1.9
01,22,1983,3.2
01,23,1983,4.1
01,24,1983,2.9
01,25,1983,1.9
01,26,1983,3.5
01,27,1983,3.2
01,28,1983,3.0
01,29,1983,4.8
01,30,1983,3.7
01,31,1983,2.7
02,01,1983,2.7
02,02,1983,2.8
02,03,1983,0.6
02,04,1983,4.0
02,05,1983,1.6
02,06,1983,3.3
02,07,1983,2.7
02,08,1983,4.6
02,09,1983,3.1
02,10,1983,4.1
02,11,1983,3.2
02,12,1983,5.5
02,13,1983,4.4
02,14,1983,5.9
02,15,1983,3.1
02,16,1983,4.5
02,17,1983,6.3
02,18,1983,null
02,19,1983,null
02,20,1983,4.0
02,21,1983,5.9
02,22,1983,5.7
02,23,1983,5.5
02,24,1983,4.4
02,25,1983,4.8
02,26,1983,4.5
02,27,1983,5.7
02,28,1983,5.9
03,01,1983,3.1
03,02,1983,2.0
03,03,1983,4.2
03,04,1983,3.0
03,05,1983,4.0
03,06,1983,4.1
03,07,1983,4.6
03,08,1983,3.2
03,09,1983,7.3
03,10,1983,4.4
03,11,1983,7.4
03,12,1983,7.3
03,13,1983,6.5
03,14,1983,4.4
03,15,1983,8.6
03,16,1983,5.4
03,17,1983,6.8
03,18,1983,5.5
03,19,1983,2.9
03,20,1983,6.1
03,21,1983,5.1
03,22,1983,3.6
03,23,1983,7.7
03,24,1983,4.7
03,25,1983,6.8
03,26,1983,3.8
03,27,1983,8.6
03,28,1983,7.3
03,29,1983,5.4
03,30,1983,7.6
03,31,1983,10.1
04,01,1983,9.3
04,02,1983,9.0
04,03,1983,6.5
04,04,1983,10.3
04,05,1983,3.5
04,06,1983,3.6
04,07,1983,3.7
04,08,1983,4.1
04,09,1983,6.8
04,10,1983,7.4
04,11,1983,6.9
04,12,1983,5.7
04,13,1983,5.6
04,14,1983,7.7
04,15,1983,6.4
04,16,1983,5.9
04,17,1983,6.3
04,18,1983,11.0
04,19,1983,8.4
04,20,1983,5.3
04,21,1983,7.2
04,22,1983,6.4
04,23,1983,6.4
04,24,1983,9.7
04,25,1983,9.3
04,26,1983,7.2
04,27,1983,7.9
04,28,1983,8.0
04,29,1983,8.2
04,30,1983,9.0
05,01,1983,8.4
05,02,1983,9.3
05,03,1983,9.9
05,04,1983,11.1
05,05,1983,11.6
05,06,1983,8.7
05,07,1983,8.5
05,08,1983,11.3
05,09,1983,8.5
05,10,1983,11.3
05,11,1983,8.6
05,12,1983,10.1
05,13,1983,9.9
05,14,1983,11.5
05,15,1983,8.2
05,16,1983,10.8
05,17,1983,11.6
05,18,1983,10.9
05,19,1983,11.7
05,20,1983,11.0
05,21,1983,9.1
05,22,1983,10.7
05,23,1983,13.7
05,24,1983,12.0
05,25,1983,11.6
05,26,1983,12.1
05,27,1983,13.0
05,28,1983,10.3
05,29,1983,10.5
05,30,1983,9.5
05,31,1983,9.5
06,01,1983,10.8
06,02,1983,10.0
06,03,1983,10.6
06,04,1983,11.7
06,05,1983,11.9
06,06,1983,11.2
06,07,1983,11.6
06,08,1983,10.8
06,09,1983,9.2
06,10,1983,9.6
06,11,1983,12.6
06,12,1983,11.3
06,13,1983,11.4
06,14,1983,12.7
06,15,1983,11.2
06,16,1983,11.1
06,17,1983,11.4
06,18,1983,12.3
06,19,1983,13.1
06,20,1983,12.7
06,21,1983,14.1
06,22,1983,16.7
06,23,1983,12.0
06,24,1983,13.3
06,25,1983,14.3
06,26,1983,11.5
06,27,1983,12.4
06,28,1983,12.1
06,29,1983,11.6
06,30,1983,11.4
07,01,1983,13.1
07,02,1983,13.84
07,03,1983,10.82
07,04,1983,13.56
07,05,1983,12.89
07,06,1983,13.2
07,07,1983,10.83
07,08,1983,11.34
07,09,1983,13.83
07,10,1983,10.46
07,11,1983,11.42
07,12,1983,9.31
07,13,1983,10.15
07,14,1983,11.1
07,15,1983,11.59
07,16,1983,11.12
07,17,1983,11.99
07,18,1983,11.84
07,19,1983,null
07,20,1983,6.9
07,21,1983,null
07,22,1983,1.29
07,23,1983,12.61
07,24,1983,8.97
07,25,1983,12.23
07,26,1983,10.44
07,27,1983,7.08
07,28,1983,6.7
07,29,1983,10.71
07,30,1983,10.37
07,31,1983,8.8
08,01,1983,10.2
08,02,1983,9.5
08,03,1983,10.8
08,04,1983,4.0
08,05,1983,8.4
08,06,1983,7.6
08,07,1983,8.8
08,08,1983,5.6
08,09,1983,5.7
08,10,1983,4.6
08,11,1983,7.3
08,12,1983,9.6
08,13,1983,7.6
08,14,1983,4.6
08,15,1983,4.3
08,16,1983,4.1
08,17,1983,3.2
08,18,1983,7.7
08,19,1983,6.4
08,20,1983,7.0
08,21,1983,8.0
08,22,1983,9.3
08,23,1983,8.4
08,24,1983,8.8
08,25,1983,8.5
08,26,1983,9.2
08,27,1983,13.9
08,28,1983,5.6
08,29,1983,7.7
08,30,1983,7.7
08,31,1983,6.1
09,01,1983,4.7
09,02,1983,8.2
09,03,1983,13.4
09,04,1983,7.7
09,05,1983,4.7
09,06,1983,2.7
09,07,1983,6.0
09,08,1983,7.9
09,09,1983,7.4
09,10,1983,4.0
09,11,1983,5.6
09,12,1983,8.2
09,13,1983,5.2
09,14,1983,3.6
09,15,1983,7.1
09,16,1983,5.6
09,17,1983,5.7
09,18,1983,5.6
09,19,1983,6.4
09,20,1983,7.2
09,21,1983,7.2
09,22,1983,5.9
09,23,1983,2.0
09,24,1983,3.3
09,25,1983,6.8
09,26,1983,7.4
09,27,1983,6.8
09,28,1983,8.4
09,29,1983,4.0
09,30,1983,2.6
10,01,1983,0.4
10,02,1983,4.9
10,03,1983,2.6
10,04,1983,1.9
10,05,1983,2.3
10,06,1983,7.9
10,07,1983,7.7
10,08,1983,7.0
10,09,1983,8.5
10,10,1983,4.9
10,11,1983,8.3
10,12,1983,6.8
10,13,1983,7.7
10,14,1983,2.2
10,15,1983,4.3
10,16,1983,5.8
10,17,1983,1.8
10,18,1983,3.2
10,19,1983,5.0
10,20,1983,4.1
10,21,1983,7.7
10,22,1983,4.7
10,23,1983,6.0
10,24,1983,5.2
10,25,1983,6.3
10,26,1983,6.2
10,27,1983,2.9
10,28,1983,5.1
10,29,1983,7.6
10,30,1983,4.9
10,31,1983,6.3
11,01,1983,4.7
11,02,1983,3.9
11,03,1983,4.7
11,04,1983,2.1
11,05,1983,4.2
11,06,1983,5.4
11,07,1983,3.4
11,08,1983,5.2
11,09,1983,3.8
11,10,1983,4.6
11,11,1983,2.9
11,12,1983,5.3
11,13,1983,5.2
11,14,1983,4.1
11,15,1983,4.2
11,16,1983,3.9
11,17,1983,3.5
11,18,1983,4.1
11,19,1983,5.1
11,20,1983,2.9
11,21,1983,4.0
11,22,1983,1.8
11,23,1983,2.7
11,24,1983,4.7
11,25,1983,2.5
11,26,1983,4.4
11,27,1983,3.4
11,28,1983,3.9
11,29,1983,3.3
11,30,1983,2.2
12,01,1983,5.3
12,02,1983,2.0
12,03,1983,2.5
12,04,1983,2.0
12,05,1983,4.5
12,06,1983,1.7
12,07,1983,4.1
12,08,1983,1.7
12,09,1983,4.4
12,10,1983,2.3
12,11,1983,3.5
12,12,1983,3.1
12,13,1983,3.2
12,14,1983,3.4
12,15,1983,3.3
12,16,1983,4.1
12,17,1983,3.4
12,18,1983,2.5
12,19,1983,1.8
12,20,1983,1.9
12,21,1983,3.7
12,22,1983,3.2
12,23,1983,3.0
12,24,1983,3.2
12,25,1983,1.4
12,26,1983,0.9
12,27,1983,2.2
12,28,1983,2.8
12,29,1983,5.3
12,30,1983,3.8
12,31,1983,3.2
01,01,1984,2.6
01,02,1984,3.5
01,03,1984,2.8
01,04,1984,3.8
01,05,1984,1.8
01,06,1984,2.3
01,07,1984,2.1
01,08,1984,0.9
01,09,1984,3.0
01,10,1984,5.4
01,11,1984,3.1
01,12,1984,2.1
01,13,1984,3.0
01,14,1984,3.3
01,15,1984,2.7
01,16,1984,2.7
01,17,1984,3.0
01,18,1984,4.0
01,19,1984,3.2
01,20,1984,3.5
01,21,1984,2.7
01,22,1984,3.5
01,23,1984,3.2
01,24,1984,3.5
01,25,1984,3.9
01,26,1984,4.2
01,27,1984,4.8
01,28,1984,5.1
01,29,1984,2.3
01,30,1984,3.8
01,31,1984,3.8
02,01,1984,3.0
02,02,1984,2.1
02,03,1984,4.4
02,04,1984,2.2
02,05,1984,5.6
02,06,1984,3.8
02,07,1984,5.1
02,08,1984,4.5
02,09,1984,5.2
02,10,1984,6.2
02,11,1984,4.4
02,12,1984,3.3
02,13,1984,4.7
02,14,1984,6.3
02,15,1984,6.5
02,16,1984,4.3
02,17,1984,6.4
02,18,1984,5.1
02,19,1984,4.5
02,20,1984,6.7
02,21,1984,6.7
02,22,1984,6.0
02,23,1984,4.9
02,24,1984,4.4
02,25,1984,6.7
02,26,1984,7.6
02,27,1984,7.5
02,28,1984,5.6
02,29,1984,6.0
03,01,1984,5.8
03,02,1984,4.8
03,03,1984,8.2
03,04,1984,5.0
03,05,1984,7.6
03,06,1984,7.4
03,07,1984,4.8
03,08,1984,7.5
03,09,1984,7.2
03,10,1984,6.7
03,11,1984,8.2
03,12,1984,7.0
03,13,1984,7.8
03,14,1984,5.4
03,15,1984,7.8
03,16,1984,7.1
03,17,1984,7.6
03,18,1984,11.1
03,19,1984,5.5
03,20,1984,8.3
03,21,1984,8.0
03,22,1984,7.3
03,23,1984,6.4
03,24,1984,9.2
03,25,1984,7.1
03,26,1984,8.3
03,27,1984,5.3
03,28,1984,5.5
03,29,1984,6.2
03,30,1984,7.2
03,31,1984,5.4
04,01,1984,12.5
04,02,1984,6.4
04,03,1984,7.2
04,04,1984,10.1
04,05,1984,3.0
04,06,1984,2.2
04,07,1984,7.1
04,08,1984,12.1
04,09,1984,2.2
04,10,1984,9.7
04,11,1984,8.3
04,12,1984,8.3
04,13,1984,6.1
04,14,1984,5.2
04,15,1984,5.2
04,16,1984,10.1
04,17,1984,8.2
04,18,1984,9.2
04,19,1984,9.0
04,20,1984,7.7
04,21,1984,6.2
04,22,1984,9.8
04,23,1984,8.6
04,24,1984,7.1
04,25,1984,10.4
04,26,1984,8.2
04,27,1984,6.4
04,28,1984,6.1
04,29,1984,5.1
04,30,1984,5.9
05,01,1984,11.0
05,02,1984,8.4
05,03,1984,7.9
05,04,1984,10.7
05,05,1984,9.3
05,06,1984,9.4
05,07,1984,10.3
05,08,1984,12.2
05,09,1984,10.6
05,10,1984,11.3
05,11,1984,10.5
05,12,1984,3.6
05,13,1984,10.5
05,14,1984,12.9
05,15,1984,9.6
05,16,1984,8.5
05,17,1984,9.5
05,18,1984,11.7
05,19,1984,11.6
05,20,1984,11.1
05,21,1984,13.2
05,22,1984,11.9
05,23,1984,13.1
05,24,1984,12.1
05,25,1984,11.7
05,26,1984,11.2
05,27,1984,11.7
05,28,1984,12.1
05,29,1984,13.9
05,30,1984,10.9
05,31,1984,12.0
06,01,1984,6.4
06,02,1984,13.3
06,03,1984,9.8
06,04,1984,9.4
06,05,1984,9.2
06,06,1984,8.2
06,07,1984,11.5
06,08,1984,10.7
06,09,1984,11.4
06,10,1984,11.3
06,11,1984,11.4
06,12,1984,12.3
06,13,1984,11.1
06,14,1984,13.2
06,15,1984,9.8
06,16,1984,11.5
06,17,1984,11.9
06,18,1984,4.0
06,19,1984,12.7
06,20,1984,11.6
06,21,1984,11.3
06,22,1984,11.5
06,23,1984,4.0
06,24,1984,8.3
06,25,1984,4.8
06,26,1984,10.0
06,27,1984,12.0
06,28,1984,10.3
06,29,1984,7.0
06,30,1984,9.2
07,01,1984,1.8
07,02,1984,6.7
07,03,1984,9.1
07,04,1984,10.6
07,05,1984,7.9
07,06,1984,8.2
07,07,1984,6.1
07,08,1984,6.8
07,09,1984,8.7
07,10,1984,11.1
07,11,1984,7.2
07,12,1984,9.5
07,13,1984,12.3
07,14,1984,5.9
07,15,1984,4.7
07,16,1984,8.0
07,17,1984,7.4
07,18,1984,5.5
07,19,1984,4.5
07,20,1984,7.5
07,21,1984,5.4
07,22,1984,7.5
07,23,1984,8.6
07,24,1984,8.3
07,25,1984,7.5
07,26,1984,4.0
07,27,1984,9.1
07,28,1984,8.6
07,29,1984,8.7
07,30,1984,8.7
07,31,1984,9.4
08,01,1984,9.0
08,02,1984,10.3
08,03,1984,10.7
08,04,1984,9.8
08,05,1984,8.1
08,06,1984,13.5
08,07,1984,9.0
08,08,1984,3.2
08,09,1984,6.3
08,10,1984,5.7
08,11,1984,8.9
08,12,1984,8.5
08,13,1984,4.1
08,14,1984,8.9
08,15,1984,null
08,16,1984,null
08,17,1984,null
08,18,1984,4.9
08,19,1984,6.8
08,20,1984,7.3
08,21,1984,3.7
08,22,1984,9.1
08,23,1984,5.7
08,24,1984,6.8
08,25,1984,6.5
08,26,1984,7.8
08,27,1984,5.7
08,28,1984,7.3
08,29,1984,8.1
08,30,1984,8.8
08,31,1984,7.1
09,01,1984,6.5
09,02,1984,6.6
09,03,1984,6.4
09,04,1984,11.3
09,05,1984,10.7
09,06,1984,7.1
09,07,1984,6.2
09,08,1984,6.0
09,09,1984,8.6
09,10,1984,8.4
09,11,1984,6.9
09,12,1984,8.1
09,13,1984,10.9
09,14,1984,7.0
09,15,1984,4.1
09,16,1984,7.7
09,17,1984,10.3
09,18,1984,8.8
09,19,1984,9.5
09,20,1984,7.5
09,21,1984,6.4
09,22,1984,5.9
09,23,1984,6.3
09,24,1984,5.1
09,25,1984,6.2
09,26,1984,6.1
09,27,1984,7.6
